code,title,timing,scope,severity,score,invasive,taxonid_iucn
2.3.4,Scale Unknown/Unrecorded,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,809
5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,809
5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,809
5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,809
5.1.3,Persecution/control,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,809
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,60452
9.3.2,"Soil erosion, sedimentation",Ongoing,,,Low Impact: 3,,60452
11.2,Droughts,Ongoing,,,Low Impact: 3,,182708
9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,,182708
9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,182708
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,182708
9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,182708
3.2,Mining & quarrying,Future,,,No/Negligible Impact: 1,,182881
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,182881
5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,182881
5.4.6,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,182881
1.2,Commercial & industrial areas,Ongoing,,,Low Impact: 3,,169424
3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,,169424
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,169424
7.2.11,Dams (size unknown),Ongoing,,,Low Impact: 3,,169424
9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,,169424
9.1.1,Sewage,Ongoing,,,Low Impact: 3,,169424
9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,169424
9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,,169424
9.2.1,Oil spills,Ongoing,,,Low Impact: 3,,169424
9.2.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,169424
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,169424
9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,169424
7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,,191247
7.2.11,Dams (size unknown),Ongoing,Unknown,Unknown,Unknown,,191247
9.1,Domestic & urban waste water,Ongoing,Unknown,Unknown,Unknown,,191247
9.1.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,,191247
9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,,191247
9.3.4,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,,191247
7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,,191248
7.2,Dams & water management/use,Ongoing,Whole (>90%),Unknown,Unknown,,191248
7.2.3,Abstraction of surface water (agricultural use),Ongoing,Whole (>90%),Unknown,Unknown,,191248
7.2.7,Abstraction of ground water (agricultural use),Ongoing,Unknown,Unknown,Unknown,,191248
8.1,Invasive non-native/alien species/diseases,Ongoing,Whole (>90%),Unknown,Unknown,,191248
8.1.1,Unspecified species,Ongoing,Whole (>90%),Unknown,Unknown,,191248
9.1,Domestic & urban waste water,Ongoing,Unknown,Unknown,Unknown,,191248
9.1.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,,191248
9.2,Industrial & military effluents,Ongoing,Unknown,Unknown,Unknown,,191248
9.2.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,,191248
7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,,191249
7.2.1,Abstraction of surface water (domestic use),Ongoing,Unknown,Unknown,Unknown,,191249
7.2.10,Large dams,Ongoing,Unknown,Unknown,Unknown,,191249
7.2.5,Abstraction of ground water (domestic use),Ongoing,Unknown,Unknown,Unknown,,191249
7.2.6,Abstraction of ground water (commercial use),Ongoing,Unknown,Unknown,Unknown,,191249
7.2.7,Abstraction of ground water (agricultural use),Ongoing,Unknown,Unknown,Unknown,,191249
5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Unknown,Unknown,,191253
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Unknown,Unknown,,191253
5.4.2,Intentional use: (large scale) [harvest],Ongoing,Whole (>90%),Unknown,Unknown,,191253
7.2,Dams & water management/use,Ongoing,Whole (>90%),Unknown,Unknown,,191253
7.2.3,Abstraction of surface water (agricultural use),Ongoing,Whole (>90%),Unknown,Unknown,,191253
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,840
5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,840
6.1,Recreational activities,Ongoing,,,Low Impact: 3,,840
7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,,840
7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,840
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,840
7.2.8,Abstraction of ground water (unknown use),Ongoing,,,Low Impact: 3,,840
8.1,Invasive non-native/alien species/diseases (Felis catus),Ongoing,,,Low Impact: 3,Felis catus,840
8.1,Invasive non-native/alien species/diseases (Unspecified Rattus),Ongoing,,,Low Impact: 3,Unspecified Rattus,840
8.1.2,Named species (Felis catus),Ongoing,,,Low Impact: 3,Felis catus,840
8.1.2,Named species (Unspecified Rattus),Ongoing,,,Low Impact: 3,Unspecified Rattus,840
1.1,Housing & urban areas,Future,Majority (50-90%),Rapid Declines,Low Impact: 5,,86862982
12.1,Other threat,Ongoing,Whole (>90%),Causing/Could cause fluctuations,Medium Impact: 7,,86862982
1.3,Tourism & recreation areas,Future,Majority (50-90%),Rapid Declines,Low Impact: 5,,86862982
2.2,Wood & pulp plantations,Ongoing,Majority (50-90%),Unknown,Unknown,,86862982
2.2.1,Small-holder plantations,Ongoing,Majority (50-90%),Unknown,Unknown,,86862982
2.3,Livestock farming & ranching,Ongoing,Minority (<50%),No decline,Low Impact: 4,,86862982
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),No decline,Low Impact: 4,,86862982
5.3,Logging & wood harvesting,Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,,86862982
5.3,Logging & wood harvesting,Ongoing,Whole (>90%),No decline,Medium Impact: 6,,86862982
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,,86862982
5.3.5,Motivation Unknown/Unrecorded,Ongoing,Whole (>90%),No decline,Medium Impact: 6,,86862982
6.1,Recreational activities,Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,,86862982
7.1,Fire & fire suppression,Unknown,Unknown,Rapid Declines,Unknown,,86862982
7.1.3,Trend Unknown/Unrecorded,Unknown,Unknown,Rapid Declines,Unknown,,86862982
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,55045
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,55045
8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Ongoing,Unknown,Rapid Declines,Unknown,Batrachochytrium dendrobatidis,55045
8.1.2,Named species (Batrachochytrium dendrobatidis),Ongoing,Unknown,Rapid Declines,Unknown,Batrachochytrium dendrobatidis,55045
1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,,55092
11.2,Droughts,Ongoing,,,Low Impact: 3,,55092
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,77187242
2.1.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,77187242
2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,,77187242
2.3.4,Scale Unknown/Unrecorded,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,,77187242
3.2,Mining & quarrying,Ongoing,Majority (50-90%),,Low Impact: 5,,77187242
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,77187242
9.3.3,Herbicides and pesticides,Ongoing,,,Low Impact: 3,,77187242
1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,,55099
3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,,55099
9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,,55099
9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,55099
11.1,Habitat shifting & alteration,Future,,,No/Negligible Impact: 1,,55100
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,55100
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,55100
2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,,55100
2.2.1,Small-holder plantations,Ongoing,,,Low Impact: 3,,55100
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,55100
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,55100
2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,,,Low Impact: 3,,55100
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,55100
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,55100
5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,,55100
2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,,55108
2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,,55108
2.2,Wood & pulp plantations,Ongoing,Unknown,Unknown,Unknown,,55108
2.2.3,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,,55108
2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,,55108
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,,55108
4.2,Utility & service lines,Ongoing,Unknown,Unknown,Unknown,,55108
7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,,55108
7.1.1,Increase in fire frequency/intensity,Ongoing,Unknown,Unknown,Unknown,,55108
7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,,55108
7.2.3,Abstraction of surface water (agricultural use),Ongoing,Unknown,Unknown,Unknown,,55108
8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Ongoing,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,55108
8.1.2,Named species (Batrachochytrium dendrobatidis),Ongoing,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis,55108
9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,,55108
9.3.3,Herbicides and pesticides,Ongoing,Unknown,Unknown,Unknown,,55108
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,55131
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,55131
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,55131
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,55131
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,55131
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,55131
2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,,868
2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,,868
5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,,868
5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,,868
2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,,4227
2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,4227
2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,,4227
2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,4227
2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,4227
2.3.1,Nomadic grazing,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,4227
4.1,Roads & railroads,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,4227
5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,4227
5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,4227
5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,4227
5.1.2,Unintentional effects (species is not the target),Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,4227
5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,4227
5.3.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,4227
5.3.2,Intentional use: (large scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,4227
2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,4237
2.1.2,Small-holder farming,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,4237
4.1,Roads & railroads,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,4237
5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,,4237
5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,,4237
5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,4237
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,4237
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,4244
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,4244
2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,,,Low Impact: 3,,4244
5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,4244
5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,4244
5.1.2,Unintentional effects (species is not the target),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,4244
5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,4244
5.3.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,4244
5.3.2,Intentional use: (large scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,4244
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,59695
5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,59695
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,59840
2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,,59840
2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,,59840
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,59840
5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,59840
5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,84379452
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,84379452
5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,84379452
1.1,Housing & urban areas,Ongoing,Majority (50-90%),Unknown,Unknown,,191369
1.2,Commercial & industrial areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191369
2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191369
2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191369
2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,191369
2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,191369
8.4,Problematic species/disease of unknown origin,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,191369
8.4.1,Unspecified species,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,191369
9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191369
9.1.1,Sewage,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191369
9.2,Industrial & military effluents,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,191369
9.2.3,Type Unknown/Unrecorded,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,191369
9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,,191369
9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191369
9.3.1,Nutrient loads,Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,,191369
9.3.3,Herbicides and pesticides,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191369
7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,,158519
7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,158519
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,158519
7.2.1,Abstraction of surface water (domestic use),Ongoing,,,Low Impact: 3,,158519
2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191695
2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191695
2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191695
2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,,191695
2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,,191695
6.1,Recreational activities,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,,191695
7.2,Dams & water management/use,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191695
7.2,Dams & water management/use,Ongoing,Minority (<50%),Unknown,Unknown,,191695
7.2.1,Abstraction of surface water (domestic use),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191695
7.2.10,Large dams,Ongoing,Minority (<50%),Unknown,Unknown,,191695
7.2.3,Abstraction of surface water (agricultural use),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191695
8.1,Invasive non-native/alien species/diseases (Cyprinus carpio),Ongoing,Minority (<50%),Unknown,Unknown,Cyprinus carpio,191695
8.1,Invasive non-native/alien species/diseases (Unspecified Oreochromis),Ongoing,Majority (50-90%),Unknown,Unknown,Unspecified Oreochromis,191695
8.1.2,Named species (Cyprinus carpio),Ongoing,Minority (<50%),Unknown,Unknown,Cyprinus carpio,191695
8.1.2,Named species (Unspecified Oreochromis),Ongoing,Majority (50-90%),Unknown,Unknown,Unspecified Oreochromis,191695
9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191695
9.1,Domestic & urban waste water,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,191695
9.1.1,Sewage,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,191695
9.1.2,Run-off,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,191695
9.3,Agricultural & forestry effluents,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,191695
9.3.1,Nutrient loads,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,191695
9.3.2,"Soil erosion, sedimentation",Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,191695
9.3.3,Herbicides and pesticides,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,191695
3.2,Mining & quarrying,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,,172762
2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,80373280
2.1.1,Shifting agriculture,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,80373280
2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,80373280
2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,80373280
2.3.1,Nomadic grazing,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,80373280
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,80373280
3.2,Mining & quarrying,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,,80373280
5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,,80373280
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,,80373280
2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,80373484
2.1.1,Shifting agriculture,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,80373484
2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,80373484
2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,80373484
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,80373484
7.1,Fire & fire suppression,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,80373484
7.1.1,Increase in fire frequency/intensity,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,80373484
3.2,Mining & quarrying,Future,,,No/Negligible Impact: 1,,161277000
4.1,Roads & railroads,Ongoing,,,Low Impact: 3,,161277000
6.1,Recreational activities,Ongoing,,,Low Impact: 3,,161277000
7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,,161277000
7.1.1,Increase in fire frequency/intensity,Ongoing,,,Low Impact: 3,,161277000
8.1,Invasive non-native/alien species/diseases,Future,,,No/Negligible Impact: 1,,161277000
8.1.1,Unspecified species,Future,,,No/Negligible Impact: 1,,161277000
8.4,Problematic species/disease of unknown origin,Ongoing,,,Low Impact: 3,,161277000
8.4.1,Unspecified species,Ongoing,,,Low Impact: 3,,161277000
1.1,Housing & urban areas,"Past, Likely to Return",,,Past Impact,,161279834
1.2,Commercial & industrial areas,"Past, Likely to Return",,,Past Impact,,161279834
3.2,Mining & quarrying,"Past, Likely to Return",,,Past Impact,,161279834
8.1,Invasive non-native/alien species/diseases,Future,,,No/Negligible Impact: 1,,161279834
8.1.1,Unspecified species,Future,,,No/Negligible Impact: 1,,161279834
9.5,Air-borne pollutants,Ongoing,,,Low Impact: 3,,161279834
9.5.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,161279834
1.1,Housing & urban areas,"Past, Likely to Return",,,Past Impact,,885
1.3,Tourism & recreation areas,Future,,,No/Negligible Impact: 1,,885
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,885
2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,,885
2.1.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,885
7.2,Dams & water management/use,Future,,,No/Negligible Impact: 1,,885
7.2.11,Dams (size unknown),Future,,,No/Negligible Impact: 1,,885
8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,,885
8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,,885
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,885
9.3.3,Herbicides and pesticides,Ongoing,,,Low Impact: 3,,885
2.2,Wood & pulp plantations,"Past, Likely to Return",,,Past Impact,,890
2.2.2,Agro-industry plantations,"Past, Likely to Return",,,Past Impact,,890
7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,,890
7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,890
8.1,Invasive non-native/alien species/diseases,Future,,,No/Negligible Impact: 1,,890
8.1,Invasive non-native/alien species/diseases (Acacia mearnsii),Future,,,No/Negligible Impact: 1,Acacia mearnsii,890
8.1.1,Unspecified species,Future,,,No/Negligible Impact: 1,,890
8.1.2,Named species (Acacia mearnsii),Future,,,No/Negligible Impact: 1,Acacia mearnsii,890
1.1,Housing & urban areas,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,22691071
2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,22691071
2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,22691071
4.1,Roads & railroads,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,,22691071
6.1,Recreational activities,Ongoing,Minority (<50%),Unknown,Unknown,,22691071
8.1,Invasive non-native/alien species/diseases (Boiga irregularis),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Boiga irregularis,22691071
8.1,Invasive non-native/alien species/diseases (Felis catus),Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,Felis catus,22691071
