code,title,timing,scope,severity,score,invasive,taxonid_iucn
5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,9
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,9
7.2,Dams & water management/use,Future,Majority (50-90%),"Slow, Significant Declines",Low Impact: 4,,9
7.2.10,Large dams,Future,Majority (50-90%),"Slow, Significant Declines",Low Impact: 4,,9
1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,,125160424
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,125160424
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,125160424
9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,,125160424
9.1.1,Sewage,Ongoing,,,Low Impact: 3,,125160424
9.1.2,Run-off,Ongoing,,,Low Impact: 3,,125160424
1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,,18
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,18
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,18
4.1,Roads & railroads,Ongoing,,,Low Impact: 3,,18
7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,,18
7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,18
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,203014
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,,203014
5.1,Hunting & trapping terrestrial animals,Unknown,Whole (>90%),Unknown,Unknown,,203014
5.1.1,Intentional use (species is the target),Unknown,Whole (>90%),Unknown,Unknown,,203014
9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,,203014
9.3.4,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,,203014
5.3,Logging & wood harvesting,Ongoing,Whole (>90%),Unknown,Unknown,,29479
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Unknown,Unknown,,29479
1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,,118245249
11.2,Droughts,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,60633
7.2,Dams & water management/use,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,,60633
7.2.3,Abstraction of surface water (agricultural use),Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,,60633
7.2.7,Abstraction of ground water (agricultural use),Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,,60633
9.1,Domestic & urban waste water,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,60633
9.1.1,Sewage,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,60633
11.2,Droughts,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,203404
7.2,Dams & water management/use,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,203404
7.2.4,Abstraction of surface water (unknown use),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,203404
11.2,Droughts,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,19017787
7.2,Dams & water management/use,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,19017787
7.2,Dams & water management/use,Ongoing,Minority (<50%),Unknown,Unknown,,19017787
7.2.1,Abstraction of surface water (domestic use),Ongoing,Minority (<50%),Unknown,Unknown,,19017787
7.2.3,Abstraction of surface water (agricultural use),Ongoing,Minority (<50%),Unknown,Unknown,,19017787
7.2.5,Abstraction of ground water (domestic use),Ongoing,Minority (<50%),Unknown,Unknown,,19017787
7.2.7,Abstraction of ground water (agricultural use),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,19017787
1.1,Housing & urban areas,Ongoing,,,,,61454
2.1,Annual & perennial non-timber crops,Ongoing,,,,,61454
2.1.3,Agro-industry farming,Ongoing,,,,,61454
8.2,Problematic native species/diseases,Ongoing,,,,,61454
2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,,164562
2.3.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,164562
6.1,Recreational activities,Ongoing,,,Low Impact: 3,,164562
1.2,Commercial & industrial areas,Ongoing,,,,,61459
6.1,Recreational activities,Ongoing,,,,,61459
7.2,Dams & water management/use,Ongoing,,,,,61459
7.2.11,Dams (size unknown),Ongoing,,,,,61459
2.1,Annual & perennial non-timber crops,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,,19674914
2.1.2,Small-holder farming,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,,19674914
5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,19674914
5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,,19674914
1.1,Housing & urban areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,176325
3.2,Mining & quarrying,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,176325
3.2,Mining & quarrying,Future,Majority (50-90%),Unknown,Unknown,,157702758
2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,,212
2.1.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,,212
5.1,Hunting & trapping terrestrial animals,"Past, Unlikely to Return",Unknown,Unknown,Past Impact,,212
5.1.1,Intentional use (species is the target),"Past, Unlikely to Return",Unknown,Unknown,Past Impact,,212
5.1.2,Unintentional effects (species is not the target),"Past, Unlikely to Return",Unknown,Unknown,Past Impact,,212
8.1,Invasive non-native/alien species/diseases,Ongoing,Unknown,Unknown,Unknown,,212
8.1,Invasive non-native/alien species/diseases (Acheilognathus chankaensis),Ongoing,,,Low Impact: 3,Acheilognathus chankaensis,212
8.1,Invasive non-native/alien species/diseases (Acheilognathus macropterus),Ongoing,,,Low Impact: 3,Acheilognathus macropterus,212
8.1,Invasive non-native/alien species/diseases (Acheilognathus taenianalis),Ongoing,,,Low Impact: 3,Acheilognathus taenianalis,212
8.1,Invasive non-native/alien species/diseases (Rhodeus ocellatus),Ongoing,,,Low Impact: 3,Rhodeus ocellatus,212
8.1.1,Unspecified species,Ongoing,Unknown,Unknown,Unknown,,212
8.1.2,Named species (Acheilognathus chankaensis),Ongoing,,,Low Impact: 3,Acheilognathus chankaensis,212
8.1.2,Named species (Acheilognathus macropterus),Ongoing,,,Low Impact: 3,Acheilognathus macropterus,212
8.1.2,Named species (Acheilognathus taenianalis),Ongoing,,,Low Impact: 3,Acheilognathus taenianalis,212
8.1.2,Named species (Rhodeus ocellatus),Ongoing,,,Low Impact: 3,Rhodeus ocellatus,212
9.1,Domestic & urban waste water,Ongoing,Unknown,Unknown,Unknown,,212
9.1.1,Sewage,Ongoing,Unknown,Unknown,Unknown,,212
9.1.2,Run-off,Ongoing,Unknown,Unknown,Unknown,,212
9.2,Industrial & military effluents,"Past, Unlikely to Return",Unknown,Unknown,Past Impact,,212
9.2.3,Type Unknown/Unrecorded,"Past, Unlikely to Return",Unknown,Unknown,Past Impact,,212
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,212
9.3.1,Nutrient loads,Ongoing,,,Low Impact: 3,,212
9.3.2,"Soil erosion, sedimentation",Ongoing,,,Low Impact: 3,,212
9.3.3,Herbicides and pesticides,Ongoing,,,Low Impact: 3,,212
11.1,Habitat shifting & alteration,Ongoing,Whole (>90%),Unknown,Unknown,,20638495
11.2,Droughts,Unknown,Unknown,Unknown,Unknown,,20638495
11.3,Temperature extremes,Ongoing,Whole (>90%),Unknown,Unknown,,20638495
11.4,Storms & flooding,Unknown,Unknown,Unknown,Unknown,,20638495
2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,20638495
2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,20638495
2.1,Annual & perennial non-timber crops,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,20638495
2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,20638495
2.1.2,Small-holder farming,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,,20638495
2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,20638495
2.2,Wood & pulp plantations,Unknown,Minority (<50%),Causing/Could cause fluctuations,Unknown,,20638495
2.2.1,Small-holder plantations,Unknown,Minority (<50%),Causing/Could cause fluctuations,Unknown,,20638495
2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,20638495
2.3,Livestock farming & ranching,Unknown,Minority (<50%),Causing/Could cause fluctuations,Unknown,,20638495
2.3.1,Nomadic grazing,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,20638495
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,20638495
2.3.3,"Agro-industry grazing, ranching or farming",Unknown,Minority (<50%),Causing/Could cause fluctuations,Unknown,,20638495
7.1,Fire & fire suppression,Unknown,Unknown,Unknown,Unknown,,20638495
7.1.1,Increase in fire frequency/intensity,Unknown,Unknown,Unknown,Unknown,,20638495
7.1.2,Supression in fire frequency/intensity,Unknown,Unknown,Unknown,Unknown,,20638495
1.2,Commercial & industrial areas,Unknown,Minority (<50%),Causing/Could cause fluctuations,Unknown,,20638574
1.3,Tourism & recreation areas,Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,,20638574
2.2,Wood & pulp plantations,Unknown,Minority (<50%),Causing/Could cause fluctuations,Unknown,,20638574
2.2.2,Agro-industry plantations,Unknown,Minority (<50%),Causing/Could cause fluctuations,Unknown,,20638574
2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,20638574
2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,20638574
5.2,Gathering terrestrial plants,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,20638574
5.2.2,Unintentional effects (species is not the target),Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,,20638574
2.4,Marine & freshwater aquaculture,Ongoing,,,Low Impact: 3,,231
2.4.2,Industrial aquaculture,Ongoing,,,Low Impact: 3,,231
4.3,Shipping lanes,Ongoing,,,Low Impact: 3,,231
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,231
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,231
5.4.2,Intentional use: (large scale) [harvest],Ongoing,,,Low Impact: 3,,231
5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,231
5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,,231
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,231
7.2.11,Dams (size unknown),Ongoing,,,Low Impact: 3,,231
8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,,231
8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,,231
8.2,Problematic native species/diseases,Ongoing,,,Low Impact: 3,,231
9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,,231
9.1.1,Sewage,Ongoing,,,Low Impact: 3,,231
9.1.2,Run-off,Ongoing,,,Low Impact: 3,,231
9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,231
9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,,231
9.2.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,231
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,231
9.3.1,Nutrient loads,Ongoing,,,Low Impact: 3,,231
9.3.2,"Soil erosion, sedimentation",Ongoing,,,Low Impact: 3,,231
9.3.3,Herbicides and pesticides,Ongoing,,,Low Impact: 3,,231
12.1,Other threat,Ongoing,,,Low Impact: 3,,232
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,232
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,232
5.4.2,Intentional use: (large scale) [harvest],Ongoing,,,Low Impact: 3,,232
5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,232
5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,,232
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,232
7.2.11,Dams (size unknown),Ongoing,,,Low Impact: 3,,232
9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,,232
9.2.1,Oil spills,Ongoing,,,Low Impact: 3,,232
9.2.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,232
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,241
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,241
5.4.2,Intentional use: (large scale) [harvest],Ongoing,,,Low Impact: 3,,241
5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,241
5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,,241
7.2,Dams & water management/use,Future,,,No/Negligible Impact: 1,,241
7.2.11,Dams (size unknown),Future,,,No/Negligible Impact: 1,,241
9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,,241
9.2.1,Oil spills,Ongoing,,,Low Impact: 3,,241
9.2.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,241
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,241
9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,241
12.1,Other threat,Ongoing,Unknown,,Unknown,,224
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,224
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,224
5.4.2,Intentional use: (large scale) [harvest],Ongoing,,,Low Impact: 3,,224
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,224
7.2.11,Dams (size unknown),Ongoing,,,Low Impact: 3,,224
8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,,224
8.1,Invasive non-native/alien species/diseases (Silurus glanis),Ongoing,,,Low Impact: 3,Silurus glanis,224
8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,,224
8.1.2,Named species (Silurus glanis),Ongoing,,,Low Impact: 3,Silurus glanis,224
9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,,224
9.1.1,Sewage,Ongoing,,,Low Impact: 3,,224
9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,,224
9.2.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,224
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,224
9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,224
11.2,Droughts,Ongoing,,,Low Impact: 3,,225
12.1,Other threat,Ongoing,,,Low Impact: 3,,225
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,225
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,225
5.4.2,Intentional use: (large scale) [harvest],Ongoing,,,Low Impact: 3,,225
5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,225
5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,,225
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,225
7.2.11,Dams (size unknown),Ongoing,,,Low Impact: 3,,225
7.2.8,Abstraction of ground water (unknown use),Ongoing,,,Low Impact: 3,,225
8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,,225
8.1,Invasive non-native/alien species/diseases (Acipenser stellatus),Ongoing,,,Low Impact: 3,Acipenser stellatus,225
8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,,225
8.1.2,Named species (Acipenser stellatus),Ongoing,,,Low Impact: 3,Acipenser stellatus,225
8.2,Problematic native species/diseases (Acipenser stellatus),Ongoing,,,Low Impact: 3,Acipenser stellatus,225
8.2,Problematic native species/diseases (Unspecified Acipenser),Ongoing,,,Low Impact: 3,Unspecified Acipenser,225
8.2.2,Named species (Acipenser stellatus),Ongoing,,,Low Impact: 3,Acipenser stellatus,225
8.2.2,Named species (Unspecified Acipenser),Ongoing,,,Low Impact: 3,Unspecified Acipenser,225
12.1,Other threat,Ongoing,,,Low Impact: 3,,235
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,235
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,235
5.4.2,Intentional use: (large scale) [harvest],Ongoing,,,Low Impact: 3,,235
5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,235
5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,,235
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,235
7.2.11,Dams (size unknown),Ongoing,,,Low Impact: 3,,235
9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,,235
9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,235
9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,,235
9.2.1,Oil spills,Ongoing,,,Low Impact: 3,,235
9.2.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,235
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,235
9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,235
1.2,Commercial & industrial areas,Ongoing,,,Low Impact: 3,,228
4.3,Shipping lanes,Ongoing,,,Low Impact: 3,,228
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,228
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,228
5.4.2,Intentional use: (large scale) [harvest],Ongoing,,,Low Impact: 3,,228
5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,228
5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,,228
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,228
7.2.11,Dams (size unknown),Ongoing,,,Low Impact: 3,,228
8.2,Problematic native species/diseases,Ongoing,,,Low Impact: 3,,228
9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,,228
9.1.1,Sewage,Ongoing,,,Low Impact: 3,,228
9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,228
9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,,228
9.2.1,Oil spills,Ongoing,,,Low Impact: 3,,228
9.2.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,228
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,228
9.3.2,"Soil erosion, sedimentation",Ongoing,,,Low Impact: 3,,228
9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,228
9.4,Garbage & solid waste,Ongoing,,,Low Impact: 3,,228
10.1,Volcanoes,,,,No/Negligible Impact: 0,,236
11.3,Temperature extremes,Future,,,No/Negligible Impact: 1,,236
4.3,Shipping lanes,Ongoing,,,Low Impact: 3,,236
5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,,236
5.1.4,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,236
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,236
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,236
5.4.2,Intentional use: (large scale) [harvest],Ongoing,,,Low Impact: 3,,236
5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,236
5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,,236
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,236
7.2.11,Dams (size unknown),Ongoing,,,Low Impact: 3,,236
8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,,236
8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,,236
8.2,Problematic native species/diseases,Ongoing,,,Low Impact: 3,,236
9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,,236
9.1.1,Sewage,Ongoing,,,Low Impact: 3,,236
9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,236
9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,,236
9.2.1,Oil spills,Ongoing,,,Low Impact: 3,,236
9.2.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,236
9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,,236
9.3.2,"Soil erosion, sedimentation",Ongoing,,,Low Impact: 3,,236
9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,236
9.4,Garbage & solid waste,Ongoing,,,Low Impact: 3,,236
9.6,Excess energy,Ongoing,,,Low Impact: 3,,236
9.6.2,Thermal pollution,Ongoing,,,Low Impact: 3,,236
9.6.3,Noise pollution,Ongoing,,,Low Impact: 3,,236
12.1,Other threat,Ongoing,,,Low Impact: 3,,229
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,229
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,229
5.4.2,Intentional use: (large scale) [harvest],Ongoing,,,Low Impact: 3,,229
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,229
7.2.11,Dams (size unknown),Ongoing,,,Low Impact: 3,,229
8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,,229
8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,,229
8.2,Problematic native species/diseases,Ongoing,,,Low Impact: 3,,229
9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,,229
9.2.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,229
3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,,230
4.3,Shipping lanes,Ongoing,,,Low Impact: 3,,230
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,230
5.4,Fishing & harvesting aquatic resources,"Past, Unlikely to Return",,,Past Impact,,230
5.4.1,Intentional use: (subsistence/small scale) [harvest],"Past, Unlikely to Return",,,Past Impact,,230
5.4.2,Intentional use: (large scale) [harvest],"Past, Unlikely to Return",,,Past Impact,,230
5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,230
5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,,230
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,230
7.2.11,Dams (size unknown),Ongoing,,,Low Impact: 3,,230
11.1,Habitat shifting & alteration,Future,,,No/Negligible Impact: 1,,44561
11.3,Temperature extremes,Future,,,No/Negligible Impact: 1,,44561
2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,,44561
2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,,44561
2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,,44561
5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,,44561
5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,44561
5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,,44561
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,,44561
7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,,44561
7.2.11,Dams (size unknown),Ongoing,,,Low Impact: 3,,44561
8.2,Problematic native species/diseases,Future,,,No/Negligible Impact: 1,,44561
9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,,44561
9.2.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,,44561
11.1,Habitat shifting & alteration,Future,Whole (>90%),Rapid Declines,Medium Impact: 6,,43184845
12.1,Other threat,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,,43184845
4.1,Roads & railroads,Future,Majority (50-90%),Very Rapid Declines,Medium Impact: 6,,43184845
7.1,Fire & fire suppression,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,,43184845
7.1.1,Increase in fire frequency/intensity,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,,43184845
11.1,Habitat shifting & alteration,Future,Whole (>90%),Rapid Declines,Medium Impact: 6,,58077015
11.2,Droughts,Future,Whole (>90%),Very Rapid Declines,Medium Impact: 7,,58077015
2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,58077015
2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,,58077015
8.1,Invasive non-native/alien species/diseases (Hedychium gardnerianum),Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,Hedychium gardnerianum,58077015
8.1.2,Named species (Hedychium gardnerianum),Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,Hedychium gardnerianum,58077015
5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Very Rapid Declines,Unknown,,65403156
5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Very Rapid Declines,Unknown,,65403156
7.2,Dams & water management/use,Ongoing,Unknown,Very Rapid Declines,Unknown,,65403156
