taxonid_iucn,code,habitat,suitability,season,majorimportance
22696907,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,Breeding Season,Yes
22696907,9.1,Marine Neritic - Pelagic,Suitable,Resident,No
22696766,12.1,Marine Intertidal - Rocky Shoreline,Suitable,Breeding Season,Yes
22696766,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,Breeding Season,Yes
22696766,9.1,Marine Neritic - Pelagic,Suitable,Resident,Yes
16858,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
16846,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,,
16846,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Marginal,,
16846,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
16846,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
164691443,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
164691443,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes
164691443,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
199568,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
15181482,2.2,Savanna - Moist,Suitable,Resident,Yes
15181504,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,
15181504,2.2,Savanna - Moist,Suitable,Resident,
16875,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
16875,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
16875,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
16872,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
16872,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
16874,14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,Yes
16874,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
16873,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
22691121,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
22691121,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,Resident,Yes
12767,14.3,Artificial/Terrestrial - Plantations,Marginal,,
12767,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,,No
12767,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,,Yes
12767,1.5,Forest - Subtropical/Tropical Dry,Suitable,,No
12767,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
12767,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Marginal,,
12767,1.8,Forest - Subtropical/Tropical Swamp,Suitable,,No
12767,2.1,Savanna - Dry,Suitable,,No
12767,2.2,Savanna - Moist,Suitable,,Yes
17429273,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,
17429273,16,Introduced vegetation,Suitable,Resident,
17429273,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,
178689,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
13484151,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
13484151,16,Introduced vegetation,Marginal,Resident,
172981,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,,
172981,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
172981,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
193488,1.5,Forest - Subtropical/Tropical Dry,Suitable,,Yes
13484200,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
172829,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
172948,14.3,Artificial/Terrestrial - Plantations,Suitable,,
172948,16,Introduced vegetation,Suitable,,Yes
172776,1.5,Forest - Subtropical/Tropical Dry,Suitable,,Yes
172776,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
118043564,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
22724784,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,Resident,No
22724784,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,No
22724784,2.2,Savanna - Moist,Suitable,Resident,Yes
58826,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
73728485,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
73728485,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,Resident,Yes
58832,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
58838,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
79694432,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
79694432,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
79694432,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
136111,1.5,Forest - Subtropical/Tropical Dry,Suitable,,Yes
136111,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
136111,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,Yes
26459,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
26459,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
26459,3.6,Shrubland - Subtropical/Tropical Moist,Marginal,Resident,
61542,4.5,Grassland - Subtropical/Tropical Dry,Suitable,,
61542,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes
49254398,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,
54353,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
54353,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
54354,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
54354,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
54354,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
57381,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
57381,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
57381,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
57381,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,,
57382,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
57382,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
57382,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
57382,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,,
57382,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,,
54355,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
54355,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
54355,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
172802,1.5,Forest - Subtropical/Tropical Dry,Suitable,,Yes
97162217,1.4,Forest - Temperate,Suitable,Resident,Yes
97213226,1.4,Forest - Temperate,Suitable,Resident,Yes
56294,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Marginal,Resident,
56294,15.2,Artificial/Aquatic - Ponds (below 8ha),Suitable,Resident,
56294,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
56294,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
56294,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
17026,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,Resident,Yes
17026,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,Resident,Yes
17026,12.1,Marine Intertidal - Rocky Shoreline,Suitable,Resident,Yes
17026,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,Resident,Yes
17026,12.3,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,Suitable,Resident,Yes
17026,1.3,Forest - Subantarctic,Suitable,Resident,Yes
17026,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,Resident,No
17026,3.2,Shrubland - Subantarctic,Suitable,Resident,Yes
17026,9.1,Marine Neritic - Pelagic,Suitable,Resident,Yes
17018,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
17018,5.10,Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt),Suitable,Resident,No
17018,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes
17030,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,,Yes
17030,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,,Yes
17030,9.1,Marine Neritic - Pelagic,Suitable,,Yes
17030,9.10,Marine Neritic - Estuaries,Unknown,,
22688529,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
22688529,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
22698431,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,Breeding Season,Yes
22698431,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,Non-Breeding Season,Yes
22698431,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,Breeding Season,Yes
22698431,9.1,Marine Neritic - Pelagic,Suitable,Breeding Season,Yes
22698431,9.1,Marine Neritic - Pelagic,Suitable,Non-Breeding Season,Yes
119090934,18,Unknown,Suitable,Seasonal Occurrence Unknown,
61524,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,
68451909,1.4,Forest - Temperate,Suitable,Resident,Yes
174138,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,
50009027,14.5,Artificial/Terrestrial - Urban Areas,Suitable,Resident,
50009027,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,Resident,
50009027,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,
50009027,16,Introduced vegetation,Suitable,Resident,
50009027,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,
50009027,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,
50009027,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,
1118,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,,
1118,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,,
1118,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
1118,16,Introduced vegetation,Suitable,,
1118,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,
164075336,1.1,Forest - Boreal,Unknown,Resident,
164075336,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes
164045951,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,Resident,Yes
164045835,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes
164045819,14.2,Artificial/Terrestrial - Pastureland,Suitable,Resident,Yes
164045819,4.4,Grassland - Temperate,Suitable,Resident,Yes
39273,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
39273,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,,
17056,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,
135585,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
135718,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
53905206,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
134613,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
16577745,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
16577745,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
58122,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
58122,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
58122,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
58122,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,
58130,15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",Suitable,Resident,
58130,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
58130,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes
58130,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
58130,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
158635,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
158635,2.2,Savanna - Moist,Suitable,,
158635,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Unknown,,
16577766,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
16577766,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
135885,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
135885,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
135885,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Unknown,Resident,
135885,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Unknown,Resident,
47755705,8.2,Desert - Temperate,Suitable,Resident,Yes
163632493,8.2,Desert - Temperate,Suitable,Resident,Yes
57201,14.1,Artificial/Terrestrial - Arable Land,Unknown,Resident,
57201,14.2,Artificial/Terrestrial - Pastureland,Unknown,Resident,
57201,14.4,Artificial/Terrestrial - Rural Gardens,Unknown,Resident,
57201,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
57201,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
89255161,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
57207,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
57207,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
57207,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
57211,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
57211,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
125189785,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
125189785,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
57214,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
57218,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
57218,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
78535863,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
196484,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,Yes
55262,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
55262,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
55262,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
55264,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
55264,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
48442719,8.3,Desert - Cold,Suitable,Resident,Yes
48442737,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
75605183,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
75605183,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,
48442779,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,
48442988,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
48442988,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,Yes
22728377,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,No
22728377,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
6978,18,Unknown,Suitable,,
136400,1.4,Forest - Temperate,Suitable,,
6989,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
6989,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,,
59756,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
59756,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,
22724495,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
22724495,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,No
22699494,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
22699494,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
22699494,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,Yes
17225,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,
17225,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,
178371,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
178371,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,Resident,
17233,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
17233,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
56219418,4.4,Grassland - Temperate,Suitable,Resident,Yes
59122148,4.4,Grassland - Temperate,Suitable,Resident,Yes
56251804,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes
116115039,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,No
116115039,4.5,Grassland - Subtropical/Tropical Dry,Suitable,Resident,Yes
116115042,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
116115497,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
157857032,11.6,Marine Deep Benthic - Deep Sea Vents (Rifts/Seeps),Suitable,Resident,Yes
157857035,11.6,Marine Deep Benthic - Deep Sea Vents (Rifts/Seeps),Suitable,Resident,Yes
157772443,11.6,Marine Deep Benthic - Deep Sea Vents (Rifts/Seeps),Suitable,Resident,Yes
57278,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
57278,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,,
100946722,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,Resident,Yes
16370739,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,Resident,Yes
16370739,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,Resident,Yes
16370739,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,Resident,Yes
100946948,1.4,Forest - Temperate,Suitable,Resident,Yes
100946948,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
100946964,1.4,Forest - Temperate,Suitable,Resident,Yes
100946964,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,Yes
55830,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
55830,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
103727136,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,No
103727136,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,No
103727136,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,Resident,No
103727136,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,No
22680733,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,No
22680733,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
22680736,1.8,Forest - Subtropical/Tropical Swamp,Suitable,Resident,Yes
39484,1.4,Forest - Temperate,Suitable,,
39484,3.4,Shrubland - Temperate,Suitable,,
161247840,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
161247840,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
161247840,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Marginal,Resident,
161247840,1.8,Forest - Subtropical/Tropical Swamp,Suitable,Resident,Yes
161247840,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
161247840,2.1,Savanna - Dry,Marginal,Resident,
161247840,2.2,Savanna - Moist,Suitable,Resident,Yes
40009,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
40009,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
40009,1.8,Forest - Subtropical/Tropical Swamp,Suitable,Resident,Yes
18247,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
18247,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
18247,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Marginal,Resident,
18247,1.8,Forest - Subtropical/Tropical Swamp,Suitable,Resident,Yes
18247,2.1,Savanna - Dry,Suitable,Resident,Yes
18247,2.2,Savanna - Moist,Suitable,Resident,Yes
18250,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
18250,1.8,Forest - Subtropical/Tropical Swamp,Suitable,Resident,Yes
18252,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
39992,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
39992,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Marginal,Resident,
39992,1.8,Forest - Subtropical/Tropical Swamp,Marginal,Resident,
39992,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,Yes
18261,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
18262,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
40648,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
18256,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
18256,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
18256,1.8,Forest - Subtropical/Tropical Swamp,Suitable,Resident,Yes
18256,2.1,Savanna - Dry,Suitable,Resident,No
166601,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
168128,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
62181308,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
62181308,1.8,Forest - Subtropical/Tropical Swamp,Suitable,Resident,No
58161,1.8,Forest - Subtropical/Tropical Swamp,Suitable,Resident,Yes
58161,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
58161,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes
22678429,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
22678429,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,No
103773037,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Breeding Season,Yes
103773037,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Non-Breeding Season,Yes
149163435,1.4,Forest - Temperate,Suitable,Resident,Yes
149163400,1.4,Forest - Temperate,Suitable,Resident,Yes
149163380,1.4,Forest - Temperate,Suitable,Resident,Yes
149170408,1.4,Forest - Temperate,Suitable,Resident,Yes
149170408,4.4,Grassland - Temperate,Suitable,Resident,Yes
149169075,4.4,Grassland - Temperate,Suitable,Resident,Yes
149166406,1.4,Forest - Temperate,Suitable,Resident,Yes
149169003,1.4,Forest - Temperate,Suitable,Resident,Yes
149166311,1.4,Forest - Temperate,Suitable,Resident,Yes
149166311,3.4,Shrubland - Temperate,Suitable,Resident,Yes
149166311,4.4,Grassland - Temperate,Suitable,Resident,Yes
156119,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes
155655,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes
22698640,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
22698640,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,Yes
63874,1.4,Forest - Temperate,Suitable,,
60979,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,
134885144,2.1,Savanna - Dry,Suitable,Resident,
195577,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,Yes
195578,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
195578,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,Yes
195579,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
195579,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,Yes
195580,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
195584,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
195584,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,Yes
195585,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
195585,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,Yes
155340,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,,Yes
155795,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Unknown,,
155795,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes
17460,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
17460,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,
139070447,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
139070447,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
139070447,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
155789,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes
22697568,12.4,Marine Intertidal - Mud Flats and Salt Flats,Suitable,Non-Breeding Season,Yes
22697568,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,Breeding Season,Yes
41758,15.1,Artificial/Aquatic - Water Storage Areas (over 8ha),Marginal,Seasonal Occurrence Unknown,
41758,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
41758,5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),Marginal,Seasonal Occurrence Unknown,
41758,9.10,Marine Neritic - Estuaries,Marginal,Seasonal Occurrence Unknown,
41756,15.1,Artificial/Aquatic - Water Storage Areas (over 8ha),Marginal,,
41756,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
41756,5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),Marginal,,
