code,habitat,suitability,season,majorimportance,taxonid_iucn
3.6,Shrubland - Subtropical/Tropical Moist,Suitable,,,176145
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22729457
7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,Suitable,,Yes,46534481
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,,12115
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,,12117
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,,12118
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,,12114
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,12119
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,12119
11.6,Marine Deep Benthic - Deep Sea Vents (Rifts/Seeps),Suitable,Resident,Yes,145337758
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,,139557003
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,,139557003
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,,186434
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,,186485
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes,58574
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,58574
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,58664
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,58664
5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,58664
1.4,Forest - Temperate,Suitable,Resident,Yes,58702
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,58702
1.4,Forest - Temperate,Suitable,,,58714
5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,,,58714
1.4,Forest - Temperate,Marginal,,,19180
15.2,Artificial/Aquatic - Ponds (below 8ha),Suitable,,,19180
15.5,Artificial/Aquatic - Excavations (open),Suitable,,,19180
4.4,Grassland - Temperate,Marginal,,,19180
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,,,19180
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,,19180
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,,19180
15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",Suitable,Resident,No,19182
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,19182
5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,19182
1.4,Forest - Temperate,Suitable,,,41029
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,41029
15.2,Artificial/Aquatic - Ponds (below 8ha),Suitable,,,12145
4.4,Grassland - Temperate,Suitable,,,12145
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,12145
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,,,12145
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,,12145
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,,12145
5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),Suitable,,,12145
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,,12145
5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,,,12145
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,12156
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,12156
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,136003
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,136003
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,,Yes,136003
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,12149
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,12149
1.5,Forest - Subtropical/Tropical Dry,Suitable,,,12151
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,12151
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,12151
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,12154
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,,12154
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,12154
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,,91005973
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,148944177
14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,No,22687196
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,No,22687196
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22687196
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,45354985
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,,136619
1.4,Forest - Temperate,Suitable,Resident,Yes,65699557
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,22720742
1.5,Forest - Subtropical/Tropical Dry,Marginal,,,181007989
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,181007989
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Marginal,,,181007989
1.8,Forest - Subtropical/Tropical Swamp,Suitable,,Yes,181007989
1.9,Forest - Subtropical/Tropical Moist Montane,Marginal,,,181007989
2.2,Savanna - Moist,Marginal,,,181007989
3.6,Shrubland - Subtropical/Tropical Moist,Marginal,,,181007989
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22720832
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,103824084
5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,Resident,Yes,12399
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,19383549
7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,Suitable,,,12403
11.6,Marine Deep Benthic - Deep Sea Vents (Rifts/Seeps),Suitable,Resident,Yes,157856975
1.5,Forest - Subtropical/Tropical Dry,Suitable,,Yes,16991111
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Marginal,,,16991111
1.9,Forest - Subtropical/Tropical Moist Montane,Marginal,,,16991111
2.1,Savanna - Dry,Suitable,,Yes,16991111
2.2,Savanna - Moist,Suitable,,Yes,16991111
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,Yes,16991111
4.5,Grassland - Subtropical/Tropical Dry,Suitable,,Yes,16991111
8.1,Desert - Hot,Marginal,,,16991111
1.5,Forest - Subtropical/Tropical Dry,Suitable,,Yes,16991108
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Marginal,,,16991108
1.9,Forest - Subtropical/Tropical Moist Montane,Marginal,,,16991108
2.1,Savanna - Dry,Suitable,,Yes,16991108
2.2,Savanna - Moist,Suitable,,Yes,16991108
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,Yes,16991108
4.5,Grassland - Subtropical/Tropical Dry,Suitable,,Yes,16991108
8.1,Desert - Hot,Marginal,,,16991108
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,21460801
1.4,Forest - Temperate,Suitable,,,61915
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,,,61915
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,169803
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,Yes,66182333
8.2,Desert - Temperate,Suitable,Resident,Yes,66182333
13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,Resident,Yes,110211850
13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,Resident,Yes,110211850
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,,Yes,110211850
2.1,Savanna - Dry,Suitable,Resident,Yes,110211850
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,Yes,110211850
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes,110211850
4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,,Yes,172794
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,Yes,172794
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,14665363
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes,155695
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes,155471
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes,156144
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes,189411
1.4,Forest - Temperate,Suitable,,Yes,68986842
3.4,Shrubland - Temperate,Suitable,,,68986842
4.4,Grassland - Temperate,Suitable,,,68986842
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,195544
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,Resident,Yes,47102814
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,Resident,Yes,47102826
18,Unknown,Suitable,,,47102845
18,Unknown,Suitable,,,47102857
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,47102869
18,Unknown,Suitable,,,47102893
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,47102881
14.4,Artificial/Terrestrial - Rural Gardens,Marginal,,,12556
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,12556
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,Yes,12556
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,39794
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Unknown,,,39794
1.8,Forest - Subtropical/Tropical Swamp,Suitable,,Yes,39794
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,39800
7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,Suitable,Resident,Yes,124929897
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes,170845
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,197644
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,,Yes,197644
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,Yes,197880
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,Yes,198023
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes,198081
12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,Breeding Season,Yes,22678576
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,22678576
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Marginal,Resident,,22678576
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22678576
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,No,22678576
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,No,22678576
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,196298
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,177898441
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,59738
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,59738
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,197102
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,,197102
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,197102
9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes,107604987
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes,107604987
9.6,Marine Neritic - Subtidal Muddy,Suitable,Resident,Yes,107604987
12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,Resident,Yes,107605000
9.10,Marine Neritic - Estuaries,Suitable,Resident,Yes,107605000
9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes,107605000
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes,107605000
9.6,Marine Neritic - Subtidal Muddy,Suitable,Resident,Yes,107605000
9.9,Marine Neritic - Seagrass (Submerged),Suitable,Resident,Yes,107605000
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,91353335
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,199771
3.6,Shrubland - Subtropical/Tropical Moist,Suitable,,,199771
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,,177593
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,61708
1.8,Forest - Subtropical/Tropical Swamp,Suitable,,Yes,61708
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,61708
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,61709
1.8,Forest - Subtropical/Tropical Swamp,Suitable,,Yes,61709
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,61709
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,61710
1.8,Forest - Subtropical/Tropical Swamp,Suitable,,Yes,61710
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,61710
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,61712
1.8,Forest - Subtropical/Tropical Swamp,Suitable,,Yes,61712
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,61712
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,196707
2.1,Savanna - Dry,Suitable,Resident,Yes,12696
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,Yes,12696
4.5,Grassland - Subtropical/Tropical Dry,Suitable,Resident,Yes,12696
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes,12696
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,No,156038
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes,156038
14.3,Artificial/Terrestrial - Plantations,Marginal,Seasonal Occurrence Unknown,,136497
14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,Resident,Yes,136497
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,136497
3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,Yes,136497
14.1,Artificial/Terrestrial - Arable Land,Marginal,Resident,,12763
14.2,Artificial/Terrestrial - Pastureland,Marginal,Resident,,12763
14.3,Artificial/Terrestrial - Plantations,Marginal,Resident,,12763
14.4,Artificial/Terrestrial - Rural Gardens,Suitable,Resident,Yes,12763
14.5,Artificial/Terrestrial - Urban Areas,Marginal,Resident,,12763
14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,Resident,Yes,12763
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,12763
15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",Marginal,Resident,,12763
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,12763
17,Other,Suitable,Resident,,12763
