taxonid_iucn,code,habitat,suitability,season,majorimportance
55357,15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",Suitable,,
55357,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
55357,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,,
55357,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,,
55357,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
55357,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,,
55357,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,
55357,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,,
55360,14.2,Artificial/Terrestrial - Pastureland,Marginal,Resident,
55360,15.2,Artificial/Aquatic - Ponds (below 8ha),Unknown,Breeding Season,
55360,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
55360,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Unknown,Breeding Season,
55360,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Unknown,Breeding Season,
55362,14.2,Artificial/Terrestrial - Pastureland,Suitable,Resident,
55362,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,
55362,4.7,Grassland - Subtropical/Tropical High Altitude,Marginal,Resident,
8989,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,Resident,No
8989,14.2,Artificial/Terrestrial - Pastureland,Suitable,Resident,No
8989,8.1,Desert - Hot,Suitable,Resident,Yes
8972,8.1,Desert - Hot,Suitable,Resident,Yes
8975,3.5,Shrubland - Subtropical/Tropical Dry,Unknown,,
8975,4.5,Grassland - Subtropical/Tropical Dry,Suitable,Resident,Yes
8975,8.1,Desert - Hot,Unknown,,
134974,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
178554,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,No
178554,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes
202872,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,
57081,14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,Yes
57081,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
57081,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
57081,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
9001,14.3,Artificial/Terrestrial - Plantations,Suitable,,
9001,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Marginal,Resident,
9001,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
9001,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,
9029,15.1,Artificial/Aquatic - Water Storage Areas (over 8ha),Unknown,,
9029,15.2,Artificial/Aquatic - Ponds (below 8ha),Unknown,,
9029,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Marginal,,
9029,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,
9029,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,
9029,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Unknown,,
39552,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
39552,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
39552,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
22733677,14.3,Artificial/Terrestrial - Plantations,Marginal,Resident,
22733677,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,Resident,No
22733677,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
9051,3.4,Shrubland - Temperate,Suitable,,Yes
9051,4.4,Grassland - Temperate,Suitable,,Yes
9052,3.4,Shrubland - Temperate,Suitable,,Yes
9052,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,Yes
157091,4.4,Grassland - Temperate,Suitable,Resident,Yes
157091,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes
9056,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,
9056,4.5,Grassland - Subtropical/Tropical Dry,Suitable,,
203526,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
203533,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
134902,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
134815,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
22729909,14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,No
22729909,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
22729909,1.8,Forest - Subtropical/Tropical Swamp,Suitable,Resident,Yes
22729909,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
22728282,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
22728282,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,No
49562307,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
49562307,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes
49562307,7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,Suitable,Resident,Yes
136160,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
136160,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
57473,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
57473,4.5,Grassland - Subtropical/Tropical Dry,Suitable,Resident,
57473,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
57473,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
57478,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Marginal,Resident,
57478,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
57478,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
49563132,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,Resident,
49563132,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
49563132,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,Yes
57492,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
49564032,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
57526,14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,
57526,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
57532,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
57532,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
57534,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
57534,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
9128,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,,
22697488,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,Breeding Season,No
22697488,14.1,Artificial/Terrestrial - Arable Land,Suitable,Non-Breeding Season,Yes
22697488,14.2,Artificial/Terrestrial - Pastureland,Suitable,Non-Breeding Season,Yes
22697488,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Non-Breeding Season,Yes
22697488,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Non-Breeding Season,No
22697488,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,No
22697488,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Breeding Season,Yes
22697488,7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,Suitable,Breeding Season,No
63711,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
63711,3.4,Shrubland - Temperate,Suitable,,
42495075,14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,
42495075,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,Resident,
42495075,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,
59027,14.3,Artificial/Terrestrial - Plantations,Suitable,,
59027,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,Yes
59027,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
54478,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
54478,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
54478,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
200958,11.6,Marine Deep Benthic - Deep Sea Vents (Rifts/Seeps),Suitable,Resident,Yes
9184,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
9187,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
9187,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,Yes
9187,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes
9188,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
9188,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
9188,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,Resident,Yes
202109,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
144151831,12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,Resident,Yes
144151831,9.10,Marine Neritic - Estuaries,Suitable,Resident,Yes
144151831,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,Resident,Yes
144151831,9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes
144151831,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes
144151831,9.8,Marine Neritic - Coral Reef,Suitable,Resident,Yes
144151831,9.9,Marine Neritic - Seagrass (Submerged),Suitable,Resident,Yes
88420717,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
88420717,2.1,Savanna - Dry,Suitable,,
88420717,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,
88421036,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
88421036,2.1,Savanna - Dry,Suitable,,
88421036,2.2,Savanna - Moist,Suitable,,
88421036,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,
9195,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,No
9195,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes
9195,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes
9195,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
9195,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,Resident,Yes
9196,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes
9196,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes
9196,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
184629,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
184647,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
184647,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,
184638,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,
184495,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,,
168145,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
58666,14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,
58666,15.2,Artificial/Aquatic - Ponds (below 8ha),Suitable,Resident,
58666,15.7,Artificial/Aquatic - Irrigated Land (includes irrigation channels),Suitable,Resident,
58666,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,
58666,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,
58666,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,
58666,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,
78922642,15.7,Artificial/Aquatic - Irrigated Land (includes irrigation channels),Suitable,Resident,
78922642,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
78922642,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
187083,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
157700,1.4,Forest - Temperate,Suitable,Resident,Yes
47245823,1.4,Forest - Temperate,Suitable,Resident,Yes
169507658,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
198785664,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,Resident,Yes
198785664,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,Resident,Yes
9251,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
160963346,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
160963346,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,
122914087,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
9255,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,
9255,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,
90982416,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes
161067417,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
161067417,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,
9268,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,
9268,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Unknown,Resident,
9269,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
9269,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,
44698010,14.2,Artificial/Terrestrial - Pastureland,Suitable,Resident,Yes
44698010,4.4,Grassland - Temperate,Suitable,Resident,Yes
44698010,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes
4965,1.4,Forest - Temperate,Suitable,,
4965,14.2,Artificial/Terrestrial - Pastureland,Unknown,,
4965,3.4,Shrubland - Temperate,Unknown,,
4965,4.4,Grassland - Temperate,Unknown,,
4965,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
4965,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Marginal,,
4965,5.9,Wetlands (inland) - Freshwater Springs and Oases,Unknown,,
172403,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
169594,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
172414,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
172378,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
172378,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,,Yes
165544,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
128723247,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
128723276,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
128723334,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
114640023,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
114640023,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,
114640023,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,
89652199,7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,Suitable,Resident,Yes
89652199,7.2,Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats,Suitable,Resident,Yes
47251998,1.4,Forest - Temperate,Suitable,Resident,
157519,1.4,Forest - Temperate,Suitable,,
182037,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
19087900,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
19087900,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,No
19088403,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
19088403,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,Resident,Yes
135659,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
135659,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes
183748,13.5,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,,
183748,15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",Suitable,,
183748,9.10,Marine Neritic - Estuaries,Suitable,,
186016,12.1,Marine Intertidal - Rocky Shoreline,Suitable,Resident,Yes
186016,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,Resident,Yes
55325247,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
167119,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
167119,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
173712833,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
173712833,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
173712833,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
111006704,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
66083824,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,
66083824,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
178439,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
195532,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
195534,1.5,Forest - Subtropical/Tropical Dry,Suitable,,Yes
195534,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
196737,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
39485,1.4,Forest - Temperate,Suitable,,
9316,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
9316,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,
9316,4.5,Grassland - Subtropical/Tropical Dry,Suitable,Resident,
18917624,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
18917676,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
18917684,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
18917684,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes
98392503,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
98392603,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
98392722,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
18917757,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
18917757,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Unknown,Resident,
18917767,14.1,Artificial/Terrestrial - Arable Land,Marginal,Resident,
18917767,14.4,Artificial/Terrestrial - Rural Gardens,Marginal,Resident,
18917767,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
98393682,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,
98393682,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,
39999,1.8,Forest - Subtropical/Tropical Swamp,Marginal,Resident,
39999,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
73726400,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
73726352,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
73726352,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
114139578,14.1,Artificial/Terrestrial - Arable Land,Unknown,,
114139578,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,
114139578,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,
114139578,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,
103878806,14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,No
103878806,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
103878806,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,Resident,No
103878806,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
49023693,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,Resident,Yes
164817,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes
164817,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes
164830,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes
164867,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes
199534,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
22703268,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
22724628,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
103660400,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,Resident,No
103660400,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
103660400,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,No
103660400,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,No
22703384,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
9456,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
9456,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,,
16378423,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,Resident,Yes
16378423,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,Resident,Yes
97296302,1.4,Forest - Temperate,Suitable,Resident,Yes
97296302,16,Introduced vegetation,Marginal,Resident,
9497,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
184436,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
184437,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
156101,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes
9511,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Unknown,,
9511,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes
155945,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes
155926,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes
22692156,13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Suitable,Non-Breeding Season,Yes
22692156,14.1,Artificial/Terrestrial - Arable Land,Suitable,Non-Breeding Season,No
22692156,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Breeding Season,Yes
22692156,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Breeding Season,Yes
22721578,2.1,Savanna - Dry,Suitable,Resident,No
22721578,3.4,Shrubland - Temperate,Suitable,Resident,No
22721578,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,No
22721578,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,No
22721578,4.4,Grassland - Temperate,Suitable,Resident,No
49569666,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
49569966,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
128710803,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,
128710803,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,
44705,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
44706,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
9554,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
176686,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
176686,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,
176686,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,
91304978,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes
91304978,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
22728616,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,No
22728616,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes
110461312,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,
22704317,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
22704317,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
22704317,3.7,Shrubland - Subtropical/Tropical High Altitude,Marginal,Resident,
9579,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
168449,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes
49829975,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
63153,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,Resident,Yes
63153,9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes
63153,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes
63153,9.6,Marine Neritic - Subtidal Muddy,Suitable,Resident,Yes
180502386,9.10,Marine Neritic - Estuaries,Suitable,Resident,Yes
180502386,9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes
180502386,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes
180502386,9.6,Marine Neritic - Subtidal Muddy,Suitable,Resident,Yes
